Q407166	Somatostatin	Q24778427	Somatostatin
Q21148705	Laminin subunit alpha-3	Q24722342	Concanavalin A-like lectin/glucanase domain superfamily
Q21148725	CCDC125 protein	Q29564754	Coiled-coil domain-containing protein 125
Q21148760	PR domain zinc finger protein 16	Q41796799	PR domain zinc finger protein 16
Q21148765	Protein TRAV6	Q24787648	Immunoglobulin-like fold
Q21148765	Protein TRAV6	Q41797304	Immunoglobulin-like domain superfamily
Q21148769	Protein FAM156A/FAM156B	Q24778468	Developmental pluripotency-associated protein 3
Q21148780	Zinc finger protein 440	Q41797188	KRAB domain superfamily
Q21148782	Secernin-1	Q24785917	Peptidase C69, dipeptidase A
Q21148783	Protein kinase C delta type	Q41797043	C2 domain superfamily
Q21148785	Cleavage and polyadenylation-specificity factor subunit 7	Q29956414	Cleavage and polyadenylation specificity factor subunit 7
Q21148785	Cleavage and polyadenylation-specificity factor subunit 7	Q41797127	RNA-binding domain superfamily
Q21148785	Cleavage and polyadenylation-specificity factor subunit 7	Q54450559	Nucleotide-binding alpha-beta plait domain superfamily
Q21148796	Beta-enolase	Q24776639	Enolase
Q21148796	Beta-enolase	Q24784707	Enolase-like, N-terminal
Q21148796	Beta-enolase	Q41797945	Enolase-like, C-terminal domain superfamily
Q21148799	Proline-rich protein 5-like	Q24772175	TORC2 component Bit61/PRR5
Q21148801	1-aminocyclopropane-1-carboxylate synthase-like protein 1	Q24781489	Pyridoxal phosphate-dependent transferase domain 1
Q21148802	Lysine-specific demethylase 5A	Q41797544	ARID DNA-binding domain superfamily
Q21148803	Matrix metalloproteinase-17	Q24723218	Matrix metalloproteinase-17
Q21148803	Matrix metalloproteinase-17	Q41797489	Hemopexin-like domain superfamily
Q21148808	Phospholipase A(2)	Q24768001	Phospholipase A2
Q21148808	Phospholipase A(2)	Q41797556	Phospholipase A2 domain superfamily
Q21148810	Cysteine/serine-rich nuclear protein 2	Q24777554	Cysteine/serine-rich nuclear protein family
Q21148812	Serpin B4	Q24740080	Serpin family
Q21148812	Serpin B4	Q41797311	Serpin superfamily
Q21148813	Influenza virus NS1A-binding protein	Q24770648	Influenza virus NS1A-binding protein
Q21148815	Sushi domain-containing protein 1	Q41797125	Sushi/SCR/CCP superfamily
Q21148817	Axin-1	Q24725964	Ubiquitin-like domain superfamily
Q21148817	Axin-1	Q54460875	DIX domain superfamily
Q21148818	Beta-1,4-galactosyltransferase 7	Q24770654	Beta-1,4-galactosyltransferase
Q21148818	Beta-1,4-galactosyltransferase 7	Q24774250	Nucleotide-diphospho-sugar transferases
Q21148819	SH3 and PX domain-containing protein 2B	Q29956559	SH3 and PX domain-containing protein 2A
Q21148820	TBC1 domain family member 9B	Q41797118	Rab-GTPase-TBC domain superfamily
Q21148821	Iduronate 2-sulfatase	Q24782984	Alkaline phosphatase-like, alpha/beta/alpha
Q21148821	Iduronate 2-sulfatase	Q24787617	Alkaline-phosphatase-like, core domain superfamily
Q21148824	Cytosolic Fe-S cluster assembly factor NUBP2	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q21148824	Cytosolic Fe-S cluster assembly factor NUBP2	Q24740780	Mrp/NBP35 ATP-binding protein
Q21136259	TraB domain containing 2A	Q423042	membrane proteins
Q21143605	Transient receptor potential cation channel subfamily A member 1	Q24768973	Transient receptor potential cation channel subfamily A member 1
Q21143605	Transient receptor potential cation channel subfamily A member 1	Q41797869	Ankyrin repeat-containing domain superfamily
Q21143609	Autophagy-related protein 16-2	Q24784804	WD40/YVTN repeat-like-containing domain superfamily
Q21143609	Autophagy-related protein 16-2	Q41797440	WD40-repeat-containing domain superfamily
Q21143613	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	Q24742042	Deoxyuridine triphosphate nucleotidohydrolase
Q21143613	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	Q41797285	dUTPase-like superfamily
Q21143620	Zinc finger protein 816	Q41797188	KRAB domain superfamily
Q21143625	TOM1-like protein 1	Q24722085	ENTH/VHS
Q21143625	TOM1-like protein 1	Q24772077	TOM1-like protein 1
Q21143625	TOM1-like protein 1	Q54461227	GAT domain superfamily
Q21143627	Probable ATP-dependent RNA helicase DDX5	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q21143627	Probable ATP-dependent RNA helicase DDX5	Q41796837	RNA helicase p68 (DDX5)
Q21143628	C-C chemokine receptor type 7	Q24722124	CC chemokine receptor 7
Q21143632	Zinc finger protein 30 homolog	Q41797188	KRAB domain superfamily
Q21143635	Schlafen family member 11	Q24780388	Schlafen family member 11
Q21143636	G patch domain-containing protein 8	Q41797357	Zinc finger C2H2 superfamily
Q21143638	Protein phosphatase 1 regulatory subunit 12C	Q24777354	Protein phosphatase 1 regulatory subunit 12C
Q21143638	Protein phosphatase 1 regulatory subunit 12C	Q41797869	Ankyrin repeat-containing domain superfamily
Q21143642	Zinc finger protein 230	Q41797188	KRAB domain superfamily
Q21143654	Synaptonemal complex protein SC65	Q24721611	Endoplasmic reticulum protein SC65
Q21143655	Calponin-1	Q41797968	CH domain superfamily
Q21143657	Zinc finger protein 607	Q41797188	KRAB domain superfamily
Q21143657	Zinc finger protein 607	Q41797357	Zinc finger C2H2 superfamily
Q21143659	Glutamate-rich WD repeat-containing protein 1	Q24784804	WD40/YVTN repeat-like-containing domain superfamily
Q21143659	Glutamate-rich WD repeat-containing protein 1	Q41797440	WD40-repeat-containing domain superfamily
Q21143660	Myeloid-derived growth factor	Q24771120	Myeloid-derived growth factor
Q21143664	Zinc finger protein 320	Q41797188	KRAB domain superfamily
Q21143674	ATXN3 protein	Q27185334	Machado-Joseph disease protein
Q21143680	Ribonuclease P protein subunit p38	Q24775156	50S ribosomal protein L30e-like
Q21143695	ETS translocation variant 2	Q41797502	Winged helix-like DNA-binding domain superfamily
Q21143695	ETS translocation variant 2	Q41797505	Winged helix DNA-binding domain superfamily
Q21143701	Homeobox and leucine zipper protein Homez	Q24769639	Homeobox-like domain superfamily
Q21143704	Tropomyosin beta chain	Q24722830	Tropomyosin
Q21143720	Family with sequence similarity 19 (Chemokine (C-C motif)-like), member A4, isoform CRA_a	Q24773018	Chemokine-like protein, FAM19A2
Q21143722	Solute carrier family 27 (Fatty acid transporter), member 4, isoform CRA_a	Q24722603	Fatty acid transport protein 4
Q21143725	Hyaluronan and proteoglycan link protein 1	Q24781446	C-type lectin fold
Q21143725	Hyaluronan and proteoglycan link protein 1	Q24785714	C-type lectin-like/link domain superfamily
Q21143725	Hyaluronan and proteoglycan link protein 1	Q24787648	Immunoglobulin-like fold
Q21143725	Hyaluronan and proteoglycan link protein 1	Q41797304	Immunoglobulin-like domain superfamily
Q21143733	Serum response factor (C-fos serum response element-binding transcription factor), isoform CRA_a	Q41797975	Transcription factor, MADS-box superfamily
Q21143761	Protein TRGV2	Q24787648	Immunoglobulin-like fold
Q21143761	Protein TRGV2	Q41797304	Immunoglobulin-like domain superfamily
Q21143778	Voltage-dependent L-type calcium channel subunit alpha-1C	Q24720509	Voltage-dependent calcium channel, L-type, alpha-1C subunit
Q21143815	Protein TRAV5	Q24787648	Immunoglobulin-like fold
Q21143815	Protein TRAV5	Q41797304	Immunoglobulin-like domain superfamily
Q21143817	Tryptase alpha/beta-1	Q24772777	Peptidase S1A, chymotrypsin family
Q21143817	Tryptase alpha/beta-1	Q24783967	Peptidase S1, PA clan
Q21143819	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	Q24778219	Oligosaccharyl transferase, STT3 subunit
Q21143827	Cytoplasmic FMR1-interacting protein 1	Q24741373	Cytoplasmic FMR1-interacting
Q21143837	Adhesion G protein-coupled receptor B2	Q24778271	GPCR, family 2, brain-specific angiogenesis inhibitor
Q21143837	Adhesion G protein-coupled receptor B2	Q41797497	Thrombospondin type-1 (TSP1) repeat superfamily
Q21143837	Adhesion G protein-coupled receptor B2	Q41797557	GPCR family 2, extracellular hormone receptor domain superfamily
Q21143840	39S ribosomal protein L28, mitochondrial	Q24725884	Ribosomal protein L28/L24
Q21143840	39S ribosomal protein L28, mitochondrial	Q29564840	L28p-like
Q21143840	39S ribosomal protein L28, mitochondrial	Q41798233	Ribosomal protein L28/L24 superfamily
Q21143843	C-type lectin domain family 12 member A	Q24781446	C-type lectin fold
Q21143843	C-type lectin domain family 12 member A	Q24785714	C-type lectin-like/link domain superfamily
Q21143845	TFIIH basal transcription factor complex helicase XPD subunit	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q21143845	TFIIH basal transcription factor complex helicase XPD subunit	Q24771117	RAD3/XPD family
Q21143850	SUN domain-containing protein 2	Q24725081	SUN domain-containing protein 2
Q21143856	SMC5-SMC6 complex localization factor protein 2	Q24784127	FAM178 family
Q21137575	Leukocyte immunoglobulin-like receptor subfamily B member 3	Q24787648	Immunoglobulin-like fold
Q21137575	Leukocyte immunoglobulin-like receptor subfamily B member 3	Q41797304	Immunoglobulin-like domain superfamily
Q21137578	Ataxin 3 variant e	Q27185334	Machado-Joseph disease protein
Q21137580	SPARC-like protein 1	Q54460122	SPARC
Q21137582	Histone deacetylase 2	Q24784277	Histone deacetylase, subgroup
Q21137582	Histone deacetylase 2	Q41796664	Ureohydrolase domain superfamily
Q21137582	Histone deacetylase 2	Q41798224	Histone deacetylase domain superfamily
Q21137583	Serine/threonine-protein kinase 3	Q24726164	Protein kinase-like domain superfamily
Q21137586	Gamma-aminobutyric acid receptor subunit pi	Q24769968	Gamma-aminobutyric-acid A receptor pi subunit
Q21137586	Gamma-aminobutyric acid receptor subunit pi	Q24778877	Neurotransmitter-gated ion-channel
Q21137586	Gamma-aminobutyric acid receptor subunit pi	Q41797834	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
Q21137587	Tumor necrosis factor alpha-induced protein 8	Q24773914	Tumor necrosis factor alpha-induced protein 8-like
Q21137587	Tumor necrosis factor alpha-induced protein 8	Q54461129	TNFAIP8 superfamily
Q21137588	Cyclin-dependent kinase 1	Q24726164	Protein kinase-like domain superfamily
Q21137590	Testican-3	Q24742069	EF-hand domain pair
Q21137591	Cytoplasmic dynein 1 intermediate chain 2	Q24773485	Cytoplasmic dynein 1 intermediate chain 1/2
Q21137593	Zinc finger protein 583	Q41797188	KRAB domain superfamily
Q21137594	Semaphorin-4D	Q24768287	Semaphorin
Q21137595	Proteasomal ATPase-associated factor 1	Q24784804	WD40/YVTN repeat-like-containing domain superfamily
Q21137595	Proteasomal ATPase-associated factor 1	Q41797440	WD40-repeat-containing domain superfamily
Q21137597	Sarcospan	Q24726207	Sarcospan
Q21137598	Folate receptor beta	Q24774641	Folate receptor beta
Q21137599	Multiple PDZ domain protein	Q24778587	Multiple PDZ domain protein
Q21137599	Multiple PDZ domain protein	Q41797172	PDZ superfamily
Q21137600	Patched domain-containing protein 4	Q24781250	Protein patched/dispatched
Q21137602	Ubiquitin carboxyl-terminal hydrolase 45	Q24786519	Zinc finger, RING/FYVE/PHD-type
Q21137602	Ubiquitin carboxyl-terminal hydrolase 45	Q54461762	Papain-like cysteine peptidase superfamily
Q21137604	Beta-hexosaminidase subunit beta	Q375795	Glycoside hydrolase superfamily
Q21137604	Beta-hexosaminidase subunit beta	Q24745388	Beta-hexosaminidase
Q21137607	LIM domain only protein 7	Q24786151	LIM domain only protein 7
Q21137608	Nuclear pore complex protein Nup214	Q28544039	Nuclear pore complex protein
Q21137610	Cell adhesion molecule-related/down-regulated by oncogenes	Q24726746	Cell adhesion molecule-related/down-regulated by oncogenes
Q21137610	Cell adhesion molecule-related/down-regulated by oncogenes	Q24787648	Immunoglobulin-like fold
Q21137610	Cell adhesion molecule-related/down-regulated by oncogenes	Q41797304	Immunoglobulin-like domain superfamily
Q21137611	Protein NLRC5	Q24781235	Leucine-rich repeat domain superfamily
Q21137613	Intraflagellar transport protein 81 homolog	Q24723335	Intraflagellar transport protein 81
Q21137614	SRA stem-loop-interacting RNA-binding protein, mitochondrial	Q41797127	RNA-binding domain superfamily
Q21137614	SRA stem-loop-interacting RNA-binding protein, mitochondrial	Q54450559	Nucleotide-binding alpha-beta plait domain superfamily
Q21137615	Semaphorin-4B	Q24768287	Semaphorin
Q21137615	Semaphorin-4B	Q24784804	WD40/YVTN repeat-like-containing domain superfamily
Q21137615	Semaphorin-4B	Q41797468	Sema domain superfamily
Q21137616	ER membrane protein complex subunit 4	Q24722856	TMEM85/ER membrane protein complex subunit 4
Q21137617	Disintegrin and metalloproteinase domain-containing protein 10	Q24722082	Disintegrin and metalloproteinase domain-containing protein 10
Q21137617	Disintegrin and metalloproteinase domain-containing protein 10	Q24778214	Metallopeptidase, catalytic domain superfamily
Q21137618	Unconventional myosin-IXa	Q24742062	Rho GTPase activation protein
Q21137618	Unconventional myosin-IXa	Q24786892	Unconventional myosin-IXa
Q21137619	Zinc finger protein 23	Q41797188	KRAB domain superfamily
Q21137621	Prothymosin alpha	Q24786762	Prothymosin/parathymosin
Q21137624	von Willebrand factor A domain-containing protein 1	Q41797571	von Willebrand factor A-like domain superfamily
Q21137631	INVS protein	Q41797869	Ankyrin repeat-containing domain superfamily
Q21137632	Brain adenylate cyclase 8	Q24771780	Adenylate cyclase, animals
Q21137632	Brain adenylate cyclase 8	Q24779685	Nucleotide cyclase
Q21137633	Transcription elongation factor A protein-like 8	Q24725701	Transcription elongation factor A-like/Brain expressed X-linked
Q21137636	V-type proton ATPase subunit a	Q24775309	V-type  ATPase, V0 complex, 116kDa subunit family
Q21137641	Absent in melanoma 1 protein	Q24723425	Gamma-crystallin-like
Q21137644	Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 1	Q24773403	Na,K-Atpase Interacting protein
Q21137647	Neuroligin 3 isoform C	Q24744945	Alpha/Beta hydrolase fold
Q21137647	Neuroligin 3 isoform C	Q28544087	Neuroligin-3
Q21137648	Nuclear pore complex-interacting protein	Q24782116	Nuclear pore complex interacting protein
Q21137649	Protein TRBV19	Q24787648	Immunoglobulin-like fold
Q21137649	Protein TRBV19	Q41797304	Immunoglobulin-like domain superfamily
Q21137651	Secretory carrier membrane protein 5	Q24723452	SCAMP
Q21137654	Quinone oxidoreductase	Q24785745	GroES-like superfamily
Q21137654	Quinone oxidoreductase	Q41797412	NAD(P)-binding domain superfamily
Q21137665	Prolactin receptor	Q24724185	Prolactin receptor
Q21137665	Prolactin receptor	Q24787648	Immunoglobulin-like fold
Q21137665	Prolactin receptor	Q41797245	Fibronectin type III superfamily
Q21137668	Fibroblast growth factor receptor 4	Q423042	membrane proteins
Q21137668	Fibroblast growth factor receptor 4	Q24719507	Basigin
Q21137668	Fibroblast growth factor receptor 4	Q24726164	Protein kinase-like domain superfamily
Q21137668	Fibroblast growth factor receptor 4	Q24780051	Fibroblast growth factor receptor family
Q21137668	Fibroblast growth factor receptor 4	Q24787648	Immunoglobulin-like fold
Q21137668	Fibroblast growth factor receptor 4	Q41797304	Immunoglobulin-like domain superfamily
Q21137669	Serine/threonine-protein kinase 25	Q24726164	Protein kinase-like domain superfamily
Q21137670	Triple functional domain protein	Q24720933	Triple functional domain protein
Q21137670	Triple functional domain protein	Q24786013	PH-like domain superfamily
Q21137670	Triple functional domain protein	Q24787648	Immunoglobulin-like fold
Q21137670	Triple functional domain protein	Q41797049	Dbl homology (DH) domain superfamily
Q21137670	Triple functional domain protein	Q41797170	SH3-like domain superfamily
Q21137670	Triple functional domain protein	Q41797304	Immunoglobulin-like domain superfamily
Q21137673	Transmembrane protein 19	Q24726271	Protein of unknown function DUF92, TMEM19
Q21137677	TGF-beta receptor type-1	Q25106354	TGFβ superfamily receptor
Q21137691	Sucrase-isomaltase	Q375795	Glycoside hydrolase superfamily
Q21137691	Sucrase-isomaltase	Q423042	membrane proteins
Q21137691	Sucrase-isomaltase	Q24784626	Glycoside hydrolase family 31
Q21137691	Sucrase-isomaltase	Q24787631	Galactose mutarotase-like domain superfamily
Q21137691	Sucrase-isomaltase	Q54451255	Glycosyl hydrolase, all-beta
Q21137694	Limbic system-associated membrane protein	Q24787648	Immunoglobulin-like fold
Q21137694	Limbic system-associated membrane protein	Q41797304	Immunoglobulin-like domain superfamily
Q21137695	Myosin regulatory light chain 2, skeletal muscle isoform	Q24742069	EF-hand domain pair
Q21137698	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	Q24787949	Cytochrome c oxidase subunit IV
Q21137698	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	Q41797741	Cytochrome c oxidase subunit IV superfamily
Q21137703	Protein ZFP91-CNTF	Q41797357	Zinc finger C2H2 superfamily
Q21137705	Katanin p80 WD40 repeat-containing subunit B1	Q24784804	WD40/YVTN repeat-like-containing domain superfamily
Q21137705	Katanin p80 WD40 repeat-containing subunit B1	Q41797440	WD40-repeat-containing domain superfamily
Q21173187	Neurotrimin	Q423042	membrane proteins
Q21173187	Neurotrimin	Q24787648	Immunoglobulin-like fold
Q21173187	Neurotrimin	Q41797304	Immunoglobulin-like domain superfamily
Q21173192	TBC1 domain family member 10C	Q423042	membrane proteins
Q21173192	TBC1 domain family member 10C	Q41797118	Rab-GTPase-TBC domain superfamily
Q21173193	Integral membrane protein 2B	Q423042	membrane proteins
Q21173195	Nectin cell adhesion molecule 3	Q423042	membrane proteins
Q21173195	Nectin cell adhesion molecule 3	Q24785171	Nectin-3
Q21173195	Nectin cell adhesion molecule 3	Q24787648	Immunoglobulin-like fold
